review,category_sentiment,category,sentiment,cleaned_review,tokenized_words
"+ : pusat kuta. - : agak sulit menemukannya, CS tidak ada di tempat pada saat kami akan check in namun meninggalkan nomor telp. CS datang sekitar 15 mnt kemudian. CS tidak tau password wifi, bangunan tua dan sedikit seram, air mandi panas tidak ada. semua kamar di lantai 2 jadi harus menaiki tangga, sabun dan sampo tidak disediakan",air_panas_P1-neg,air_panas_P1,neg,pusat kuta sulit menemukannya cs check in meninggalkan nomor telp cs mnt cs tau password wifi bangunan tua seram air mandi panas kamar lantai tangga sabun sampo disediakan,"['pusat', 'kuta', 'sulit', 'menemukannya', 'cs', 'check', 'in', 'meninggalkan', 'nomor', 'telp', 'cs', 'mnt', 'cs', 'tau', 'password', 'wifi', 'bangunan', 'tua', 'seram', 'air', 'mandi', 'panas', 'kamar', 'lantai', 'tangga', 'sabun', 'sampo', 'disediakan']"
"+ : pusat kuta. - : agak sulit menemukannya, CS tidak ada di tempat pada saat kami akan check in namun meninggalkan nomor telp. CS datang sekitar 15 mnt kemudian. CS tidak tau password wifi, bangunan tua dan sedikit seram, air mandi panas tidak ada. semua kamar di lantai 2 jadi harus menaiki tangga, sabun dan sampo tidak disediakan",linen_P1-neg,linen_P1,neg,pusat kuta sulit menemukannya cs check in meninggalkan nomor telp cs mnt cs tau password wifi bangunan tua seram air mandi panas kamar lantai tangga sabun sampo disediakan,"['pusat', 'kuta', 'sulit', 'menemukannya', 'cs', 'check', 'in', 'meninggalkan', 'nomor', 'telp', 'cs', 'mnt', 'cs', 'tau', 'password', 'wifi', 'bangunan', 'tua', 'seram', 'air', 'mandi', 'panas', 'kamar', 'lantai', 'tangga', 'sabun', 'sampo', 'disediakan']"
"Staffnya ramah, tempatnya bersih cuma air hangatnya g nyala",service-pos,service,pos,staffnya ramah tempatnya bersih air hangatnya g nyala,"['staffnya', 'ramah', 'tempatnya', 'bersih', 'air', 'hangatnya', 'g', 'nyala']"
"Staffnya ramah, tempatnya bersih cuma air hangatnya g nyala",kebersihan-pos,kebersihan,pos,staffnya ramah tempatnya bersih air hangatnya g nyala,"['staffnya', 'ramah', 'tempatnya', 'bersih', 'air', 'hangatnya', 'g', 'nyala']"
"Staffnya ramah, tempatnya bersih cuma air hangatnya g nyala",air_panas_P1-neg,air_panas_P1,neg,staffnya ramah tempatnya bersih air hangatnya g nyala,"['staffnya', 'ramah', 'tempatnya', 'bersih', 'air', 'hangatnya', 'g', 'nyala']"
"kamar mandi bau, peralatan kamar mandi kurang maksimal kaya kamar mandi kost an, yang sangat kecewa bedcover alias selimut nya kotor dan sy sprei nya g di ganti juga sampai saya gatal gatal gak bisa tidur. iya sih harga murah lokasi strategis deket kuliner tapi g bisa tidur.  sarapan kwetiaw nya basi ",bau_P1-neg,bau_P1,neg,kamar mandi bau peralatan kamar mandi maksimal kaya kamar mandi kost an kecewa bedcover alias selimut nya kotor sy sprei nya g ganti gatal gatal gak tidur iya sih harga murah lokasi strategis deket kuliner g tidur sarapan kwetiaw nya basi,"['kamar', 'mandi', 'bau', 'peralatan', 'kamar', 'mandi', 'maksimal', 'kaya', 'kamar', 'mandi', 'kost', 'an', 'kecewa', 'bedcover', 'alias', 'selimut', 'nya', 'kotor', 'sy', 'sprei', 'nya', 'g', 'ganti', 'gatal', 'gatal', 'gak', 'tidur', 'iya', 'sih', 'harga', 'murah', 'lokasi', 'strategis', 'deket', 'kuliner', 'g', 'tidur', 'sarapan', 'kwetiaw', 'nya', 'basi']"
"kamar mandi bau, peralatan kamar mandi kurang maksimal kaya kamar mandi kost an, yang sangat kecewa bedcover alias selimut nya kotor dan sy sprei nya g di ganti juga sampai saya gatal gatal gak bisa tidur. iya sih harga murah lokasi strategis deket kuliner tapi g bisa tidur.  sarapan kwetiaw nya basi ",linen_P1-neg,linen_P1,neg,kamar mandi bau peralatan kamar mandi maksimal kaya kamar mandi kost an kecewa bedcover alias selimut nya kotor sy sprei nya g ganti gatal gatal gak tidur iya sih harga murah lokasi strategis deket kuliner g tidur sarapan kwetiaw nya basi,"['kamar', 'mandi', 'bau', 'peralatan', 'kamar', 'mandi', 'maksimal', 'kaya', 'kamar', 'mandi', 'kost', 'an', 'kecewa', 'bedcover', 'alias', 'selimut', 'nya', 'kotor', 'sy', 'sprei', 'nya', 'g', 'ganti', 'gatal', 'gatal', 'gak', 'tidur', 'iya', 'sih', 'harga', 'murah', 'lokasi', 'strategis', 'deket', 'kuliner', 'g', 'tidur', 'sarapan', 'kwetiaw', 'nya', 'basi']"
"kamar mandi bau, peralatan kamar mandi kurang maksimal kaya kamar mandi kost an, yang sangat kecewa bedcover alias selimut nya kotor dan sy sprei nya g di ganti juga sampai saya gatal gatal gak bisa tidur. iya sih harga murah lokasi strategis deket kuliner tapi g bisa tidur.  sarapan kwetiaw nya basi ",kebersihan-neg,kebersihan,neg,kamar mandi bau peralatan kamar mandi maksimal kaya kamar mandi kost an kecewa bedcover alias selimut nya kotor sy sprei nya g ganti gatal gatal gak tidur iya sih harga murah lokasi strategis deket kuliner g tidur sarapan kwetiaw nya basi,"['kamar', 'mandi', 'bau', 'peralatan', 'kamar', 'mandi', 'maksimal', 'kaya', 'kamar', 'mandi', 'kost', 'an', 'kecewa', 'bedcover', 'alias', 'selimut', 'nya', 'kotor', 'sy', 'sprei', 'nya', 'g', 'ganti', 'gatal', 'gatal', 'gak', 'tidur', 'iya', 'sih', 'harga', 'murah', 'lokasi', 'strategis', 'deket', 'kuliner', 'g', 'tidur', 'sarapan', 'kwetiaw', 'nya', 'basi']"
"kamar mandi bau, peralatan kamar mandi kurang maksimal kaya kamar mandi kost an, yang sangat kecewa bedcover alias selimut nya kotor dan sy sprei nya g di ganti juga sampai saya gatal gatal gak bisa tidur. iya sih harga murah lokasi strategis deket kuliner tapi g bisa tidur.  sarapan kwetiaw nya basi ",sunrise_meal_P1-neg,sunrise_meal_P1,neg,kamar mandi bau peralatan kamar mandi maksimal kaya kamar mandi kost an kecewa bedcover alias selimut nya kotor sy sprei nya g ganti gatal gatal gak tidur iya sih harga murah lokasi strategis deket kuliner g tidur sarapan kwetiaw nya basi,"['kamar', 'mandi', 'bau', 'peralatan', 'kamar', 'mandi', 'maksimal', 'kaya', 'kamar', 'mandi', 'kost', 'an', 'kecewa', 'bedcover', 'alias', 'selimut', 'nya', 'kotor', 'sy', 'sprei', 'nya', 'g', 'ganti', 'gatal', 'gatal', 'gak', 'tidur', 'iya', 'sih', 'harga', 'murah', 'lokasi', 'strategis', 'deket', 'kuliner', 'g', 'tidur', 'sarapan', 'kwetiaw', 'nya', 'basi']"
kamarnya kurang bersih,kebersihan-neg,kebersihan,neg,kamarnya bersih,"['kamarnya', 'bersih']"
kamar sangat nyaman. terdapat balkon. tetapi handuk sgt kecil dan waktu saya menginap kebetulan tv sedang off. resepsionist pria kurang senyum,linen_P1-neg,linen_P1,neg,kamar nyaman balkon handuk sgt menginap tv off resepsionist pria senyum,"['kamar', 'nyaman', 'balkon', 'handuk', 'sgt', 'menginap', 'tv', 'off', 'resepsionist', 'pria', 'senyum']"
kamar sangat nyaman. terdapat balkon. tetapi handuk sgt kecil dan waktu saya menginap kebetulan tv sedang off. resepsionist pria kurang senyum,tv_P1-neg,tv_P1,neg,kamar nyaman balkon handuk sgt menginap tv off resepsionist pria senyum,"['kamar', 'nyaman', 'balkon', 'handuk', 'sgt', 'menginap', 'tv', 'off', 'resepsionist', 'pria', 'senyum']"
kamar sangat nyaman. terdapat balkon. tetapi handuk sgt kecil dan waktu saya menginap kebetulan tv sedang off. resepsionist pria kurang senyum,service-neg,service,neg,kamar nyaman balkon handuk sgt menginap tv off resepsionist pria senyum,"['kamar', 'nyaman', 'balkon', 'handuk', 'sgt', 'menginap', 'tv', 'off', 'resepsionist', 'pria', 'senyum']"
"pesan kamar double bad, dpetnya twin bad.  handuk kotor. snacks di minta dlu baru di kasih. kamar lantai 3 tapi tdk ada yg membantu mengangkat koper sampai ke kamar. tidak ada lift",linen_P1-neg,linen_P1,neg,pesan kamar double bad dpetnya twin bad handuk kotor snacks dlu kasih kamar lantai tdk yg membantu mengangkat koper kamar lift,"['pesan', 'kamar', 'double', 'bad', 'dpetnya', 'twin', 'bad', 'handuk', 'kotor', 'snacks', 'dlu', 'kasih', 'kamar', 'lantai', 'tdk', 'yg', 'membantu', 'mengangkat', 'koper', 'kamar', 'lift']"
"pesan kamar double bad, dpetnya twin bad.  handuk kotor. snacks di minta dlu baru di kasih. kamar lantai 3 tapi tdk ada yg membantu mengangkat koper sampai ke kamar. tidak ada lift",kebersihan-neg,kebersihan,neg,pesan kamar double bad dpetnya twin bad handuk kotor snacks dlu kasih kamar lantai tdk yg membantu mengangkat koper kamar lift,"['pesan', 'kamar', 'double', 'bad', 'dpetnya', 'twin', 'bad', 'handuk', 'kotor', 'snacks', 'dlu', 'kasih', 'kamar', 'lantai', 'tdk', 'yg', 'membantu', 'mengangkat', 'koper', 'kamar', 'lift']"
"pesan kamar double bad, dpetnya twin bad.  handuk kotor. snacks di minta dlu baru di kasih. kamar lantai 3 tapi tdk ada yg membantu mengangkat koper sampai ke kamar. tidak ada lift",service-neg,service,neg,pesan kamar double bad dpetnya twin bad handuk kotor snacks dlu kasih kamar lantai tdk yg membantu mengangkat koper kamar lift,"['pesan', 'kamar', 'double', 'bad', 'dpetnya', 'twin', 'bad', 'handuk', 'kotor', 'snacks', 'dlu', 'kasih', 'kamar', 'lantai', 'tdk', 'yg', 'membantu', 'mengangkat', 'koper', 'kamar', 'lift']"
"lumayan sesuai harga. pelayanan baik, air panas tdk berfungsi, wifi sering hilang, lantai kamar basah kalo hujan keras.",service-pos,service,pos,lumayan sesuai harga pelayanan air panas tdk berfungsi wifi hilang lantai kamar basah kalo hujan keras,"['lumayan', 'sesuai', 'harga', 'pelayanan', 'air', 'panas', 'tdk', 'berfungsi', 'wifi', 'hilang', 'lantai', 'kamar', 'basah', 'kalo', 'hujan', 'keras']"
"lumayan sesuai harga. pelayanan baik, air panas tdk berfungsi, wifi sering hilang, lantai kamar basah kalo hujan keras.",air_panas_P1-neg,air_panas_P1,neg,lumayan sesuai harga pelayanan air panas tdk berfungsi wifi hilang lantai kamar basah kalo hujan keras,"['lumayan', 'sesuai', 'harga', 'pelayanan', 'air', 'panas', 'tdk', 'berfungsi', 'wifi', 'hilang', 'lantai', 'kamar', 'basah', 'kalo', 'hujan', 'keras']"
"lumayan sesuai harga. pelayanan baik, air panas tdk berfungsi, wifi sering hilang, lantai kamar basah kalo hujan keras.",wifi_P1-neg,wifi_P1,neg,lumayan sesuai harga pelayanan air panas tdk berfungsi wifi hilang lantai kamar basah kalo hujan keras,"['lumayan', 'sesuai', 'harga', 'pelayanan', 'air', 'panas', 'tdk', 'berfungsi', 'wifi', 'hilang', 'lantai', 'kamar', 'basah', 'kalo', 'hujan', 'keras']"
"lumayan sesuai harga. pelayanan baik, air panas tdk berfungsi, wifi sering hilang, lantai kamar basah kalo hujan keras.",kebersihan-neg,kebersihan,neg,lumayan sesuai harga pelayanan air panas tdk berfungsi wifi hilang lantai kamar basah kalo hujan keras,"['lumayan', 'sesuai', 'harga', 'pelayanan', 'air', 'panas', 'tdk', 'berfungsi', 'wifi', 'hilang', 'lantai', 'kamar', 'basah', 'kalo', 'hujan', 'keras']"
lumayan soh tp lantai agk kotor.trs gsk diksh handuk.pakirnya minim tempt.overall lumyan..,kebersihan-neg,kebersihan,neg,lumayan soh tp lantai agk kotortrs gsk diksh handukpakirnya minim temptoverall lumyan,"['lumayan', 'soh', 'tp', 'lantai', 'agk', 'kotortrs', 'gsk', 'diksh', 'handukpakirnya', 'minim', 'temptoverall', 'lumyan']"
lumayan soh tp lantai agk kotor.trs gsk diksh handuk.pakirnya minim tempt.overall lumyan..,linen_P1-neg,linen_P1,neg,lumayan soh tp lantai agk kotortrs gsk diksh handukpakirnya minim temptoverall lumyan,"['lumayan', 'soh', 'tp', 'lantai', 'agk', 'kotortrs', 'gsk', 'diksh', 'handukpakirnya', 'minim', 'temptoverall', 'lumyan']"
lumayan soh tp lantai agk kotor.trs gsk diksh handuk.pakirnya minim tempt.overall lumyan..,general-pos,general,pos,lumayan soh tp lantai agk kotortrs gsk diksh handukpakirnya minim temptoverall lumyan,"['lumayan', 'soh', 'tp', 'lantai', 'agk', 'kotortrs', 'gsk', 'diksh', 'handukpakirnya', 'minim', 'temptoverall', 'lumyan']"
tidak disediakan snack airy dan perlengkapan mandi..,linen_P1-neg,linen_P1,neg,disediakan snack airy perlengkapan mandi,"['disediakan', 'snack', 'airy', 'perlengkapan', 'mandi']"
"Dapat kamar lantai 3 g bisa tersambung ke wifi, sempet ada kecoa di kamar mandi tpi msih bisa diatasi 😄, jenis pintu yg di geser ( saran saja lebih baik pilih jenis pintu yg biasa aja biar lebih rapat saat di kunci, pelayanan baik, kamar cukup bersih, semoga ke depannya lebih baik, lokasi cukup strategis. ",wifi_P1-neg,wifi_P1,neg,kamar lantai g tersambung wifi sempet kecoa kamar mandi tpi msih diatasi jenis pintu yg geser saran pilih jenis pintu yg aja biar rapat kunci pelayanan kamar bersih semoga depannya lokasi strategis,"['kamar', 'lantai', 'g', 'tersambung', 'wifi', 'sempet', 'kecoa', 'kamar', 'mandi', 'tpi', 'msih', 'diatasi', 'jenis', 'pintu', 'yg', 'geser', 'saran', 'pilih', 'jenis', 'pintu', 'yg', 'aja', 'biar', 'rapat', 'kunci', 'pelayanan', 'kamar', 'bersih', 'semoga', 'depannya', 'lokasi', 'strategis']"
"Dapat kamar lantai 3 g bisa tersambung ke wifi, sempet ada kecoa di kamar mandi tpi msih bisa diatasi 😄, jenis pintu yg di geser ( saran saja lebih baik pilih jenis pintu yg biasa aja biar lebih rapat saat di kunci, pelayanan baik, kamar cukup bersih, semoga ke depannya lebih baik, lokasi cukup strategis. ",kebersihan-neg,kebersihan,neg,kamar lantai g tersambung wifi sempet kecoa kamar mandi tpi msih diatasi jenis pintu yg geser saran pilih jenis pintu yg aja biar rapat kunci pelayanan kamar bersih semoga depannya lokasi strategis,"['kamar', 'lantai', 'g', 'tersambung', 'wifi', 'sempet', 'kecoa', 'kamar', 'mandi', 'tpi', 'msih', 'diatasi', 'jenis', 'pintu', 'yg', 'geser', 'saran', 'pilih', 'jenis', 'pintu', 'yg', 'aja', 'biar', 'rapat', 'kunci', 'pelayanan', 'kamar', 'bersih', 'semoga', 'depannya', 'lokasi', 'strategis']"
"Dapat kamar lantai 3 g bisa tersambung ke wifi, sempet ada kecoa di kamar mandi tpi msih bisa diatasi 😄, jenis pintu yg di geser ( saran saja lebih baik pilih jenis pintu yg biasa aja biar lebih rapat saat di kunci, pelayanan baik, kamar cukup bersih, semoga ke depannya lebih baik, lokasi cukup strategis. ",service-pos,service,pos,kamar lantai g tersambung wifi sempet kecoa kamar mandi tpi msih diatasi jenis pintu yg geser saran pilih jenis pintu yg aja biar rapat kunci pelayanan kamar bersih semoga depannya lokasi strategis,"['kamar', 'lantai', 'g', 'tersambung', 'wifi', 'sempet', 'kecoa', 'kamar', 'mandi', 'tpi', 'msih', 'diatasi', 'jenis', 'pintu', 'yg', 'geser', 'saran', 'pilih', 'jenis', 'pintu', 'yg', 'aja', 'biar', 'rapat', 'kunci', 'pelayanan', 'kamar', 'bersih', 'semoga', 'depannya', 'lokasi', 'strategis']"
"wifi tidak hidup, airnya bau, pelayanan kurang baik, mirip ngekost",wifi_P1-neg,wifi_P1,neg,wifi hidup airnya bau pelayanan ngekost,"['wifi', 'hidup', 'airnya', 'bau', 'pelayanan', 'ngekost']"
"wifi tidak hidup, airnya bau, pelayanan kurang baik, mirip ngekost",service-neg,service,neg,wifi hidup airnya bau pelayanan ngekost,"['wifi', 'hidup', 'airnya', 'bau', 'pelayanan', 'ngekost']"
baguss sekali. lebih ditingkatkan aja pelayanan nya . senang ada airy di kampung halaman . thanks airy,service-neg,service,neg,baguss ditingkatkan aja pelayanan nya senang airy kampung halaman thanks airy,"['baguss', 'ditingkatkan', 'aja', 'pelayanan', 'nya', 'senang', 'airy', 'kampung', 'halaman', 'thanks', 'airy']"
kamar mandinya air hangat rusak,air_panas_P1-neg,air_panas_P1,neg,kamar mandinya air hangat rusak,"['kamar', 'mandinya', 'air', 'hangat', 'rusak']"
"lift mati, ac tidak dingin, kamar lantai 3 dan kalo mau naik turun capek sekali",ac_P1-neg,ac_P1,neg,lift mati ac dingin kamar lantai kalo turun capek,"['lift', 'mati', 'ac', 'dingin', 'kamar', 'lantai', 'kalo', 'turun', 'capek']"
kamar mandi agak bau dan air kecil,bau_P1-neg,bau_P1,neg,kamar mandi bau air,"['kamar', 'mandi', 'bau', 'air']"
"lokasi ok, namun kami dapat kamar lantai bawah, wifi tidak bisa digunakan",wifi_P1-neg,wifi_P1,neg,lokasi ok kamar lantai wifi,"['lokasi', 'ok', 'kamar', 'lantai', 'wifi']"
"lumayan bagus, akna tetapi gak ada snacknya..",linen_P1-neg,linen_P1,neg,lumayan bagus akna gak snacknya,"['lumayan', 'bagus', 'akna', 'gak', 'snacknya']"
"ac panas, front office kurang ramah",ac_P1-neg,ac_P1,neg,ac panas front office ramah,"['ac', 'panas', 'front', 'office', 'ramah']"
"ac panas, front office kurang ramah",service-neg,service,neg,ac panas front office ramah,"['ac', 'panas', 'front', 'office', 'ramah']"
Baik namun jam operasional ketika kita plng malam sangat cepat pintu gerbang udah di tutup walau masih jam 10 kurang,service-neg,service,neg,jam operasional plng malam cepat pintu gerbang udah tutup jam,"['jam', 'operasional', 'plng', 'malam', 'cepat', 'pintu', 'gerbang', 'udah', 'tutup', 'jam']"
Kamar bersih. Walaupun ada sesuatu di kloset. 😬 Yg jaga sedikit banget senyumnya. Tapi nyamaaan banget kamarnya. ,kebersihan-pos,kebersihan,pos,kamar bersih kloset yg jaga banget senyumnya nyamaaan banget kamarnya,"['kamar', 'bersih', 'kloset', 'yg', 'jaga', 'banget', 'senyumnya', 'nyamaaan', 'banget', 'kamarnya']"
Kamar bersih. Walaupun ada sesuatu di kloset. 😬 Yg jaga sedikit banget senyumnya. Tapi nyamaaan banget kamarnya. ,service-neg,service,neg,kamar bersih kloset yg jaga banget senyumnya nyamaaan banget kamarnya,"['kamar', 'bersih', 'kloset', 'yg', 'jaga', 'banget', 'senyumnya', 'nyamaaan', 'banget', 'kamarnya']"
kamar mandi ada kecoa. bantal biru bau apek. lainnya oke.,kebersihan-neg,kebersihan,neg,kamar mandi kecoa bantal biru bau apek oke,"['kamar', 'mandi', 'kecoa', 'bantal', 'biru', 'bau', 'apek', 'oke']"
kamar mandi ada kecoa. bantal biru bau apek. lainnya oke.,linen_P1-neg,linen_P1,neg,kamar mandi kecoa bantal biru bau apek oke,"['kamar', 'mandi', 'kecoa', 'bantal', 'biru', 'bau', 'apek', 'oke']"
kamar mandi ada kecoa. bantal biru bau apek. lainnya oke.,general-pos,general,pos,kamar mandi kecoa bantal biru bau apek oke,"['kamar', 'mandi', 'kecoa', 'bantal', 'biru', 'bau', 'apek', 'oke']"
"nyaman, pelayanan baik, bersih. hanya saja ada beberapa fasilitas yg kurang terawat spt kotak snack yg rusak. selebihnya perfect, ingin kesana lagi. ",service-pos,service,pos,nyaman pelayanan bersih fasilitas yg terawat spt kotak snack yg rusak selebihnya perfect kesana,"['nyaman', 'pelayanan', 'bersih', 'fasilitas', 'yg', 'terawat', 'spt', 'kotak', 'snack', 'yg', 'rusak', 'selebihnya', 'perfect', 'kesana']"
"nyaman, pelayanan baik, bersih. hanya saja ada beberapa fasilitas yg kurang terawat spt kotak snack yg rusak. selebihnya perfect, ingin kesana lagi. ",linen_P1-neg,linen_P1,neg,nyaman pelayanan bersih fasilitas yg terawat spt kotak snack yg rusak selebihnya perfect kesana,"['nyaman', 'pelayanan', 'bersih', 'fasilitas', 'yg', 'terawat', 'spt', 'kotak', 'snack', 'yg', 'rusak', 'selebihnya', 'perfect', 'kesana']"
"nyaman, pelayanan baik, bersih. hanya saja ada beberapa fasilitas yg kurang terawat spt kotak snack yg rusak. selebihnya perfect, ingin kesana lagi. ",general-pos,general,pos,nyaman pelayanan bersih fasilitas yg terawat spt kotak snack yg rusak selebihnya perfect kesana,"['nyaman', 'pelayanan', 'bersih', 'fasilitas', 'yg', 'terawat', 'spt', 'kotak', 'snack', 'yg', 'rusak', 'selebihnya', 'perfect', 'kesana']"
"nyaman, pelayanan baik, bersih. hanya saja ada beberapa fasilitas yg kurang terawat spt kotak snack yg rusak. selebihnya perfect, ingin kesana lagi. ",kebersihan-pos,kebersihan,pos,nyaman pelayanan bersih fasilitas yg terawat spt kotak snack yg rusak selebihnya perfect kesana,"['nyaman', 'pelayanan', 'bersih', 'fasilitas', 'yg', 'terawat', 'spt', 'kotak', 'snack', 'yg', 'rusak', 'selebihnya', 'perfect', 'kesana']"
snack nya gak di kasih...awalnya handuk cuma dikasih 1..tp setelah minta baru dikasih 2,linen_P1-neg,linen_P1,neg,snack nya gak kasihawalnya handuk dikasih tp dikasih,"['snack', 'nya', 'gak', 'kasihawalnya', 'handuk', 'dikasih', 'tp', 'dikasih']"
"Kurang baik, kurang terasat dan kurang bersih. Koper saya di masuki kelabang di dalam kamar. Bahaya banget.",kebersihan-neg,kebersihan,neg,terasat bersih koper masuki kelabang kamar bahaya banget,"['terasat', 'bersih', 'koper', 'masuki', 'kelabang', 'kamar', 'bahaya', 'banget']"
saluran channel tv diperbaiki dan wifinya lambat,tv_P1-neg,tv_P1,neg,saluran channel tv diperbaiki wifinya lambat,"['saluran', 'channel', 'tv', 'diperbaiki', 'wifinya', 'lambat']"
